0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,genre_label
-119.0180435180664,125.08035278320312,-23.39433479309082,41.32173156738281,-5.931896209716797,20.092750549316406,-16.031522750854492,17.811023712158203,-14.643774032592773,10.21831226348877,-9.701553344726562,10.16897964477539,-4.672667980194092,0.4243731200695038,0.4306434094905853,0.4723476469516754,0.2462858408689499,0.30766671895980835,0.29408636689186096,0.2711266577243805,0.3005727529525757,0.25003764033317566,0.3370685875415802,0.3478979468345642,0.3445552885532379,1773.358004144261,3714.063439002404,0.08185096153846154,0
-125.9771499633789,122.37419128417969,-20.679750442504883,50.03504180908203,-11.250689506530762,21.38639259338379,-15.864703178405762,19.418630599975586,-12.440534591674805,17.862537384033203,-11.664176940917969,8.132217407226562,-7.700316429138184,0.283348023891449,0.3207499086856842,0.3945835530757904,0.23677140474319458,0.2539744973182678,0.3826982378959656,0.48345986008644104,0.4999775290489197,0.2948135435581207,0.26200172305107117,0.3395863175392151,0.37031394243240356,1817.2440336954328,3870.510441706731,0.08717322716346154,0
-132.61814880371094,114.81552124023438,-14.718567848205566,50.0179443359375,-0.42487815022468567,24.517356872558594,-13.401937484741211,15.444254875183105,-13.006781578063965,10.309508323669434,-7.84125280380249,11.811646461486816,-4.5547194480896,0.4376782476902008,0.4426285922527313,0.451765239238739,0.26615825295448303,0.22746603190898895,0.20262481272220612,0.22746247053146362,0.37929990887641907,0.3147052526473999,0.3594103157520294,0.4946247935295105,0.3691326975822449,1790.7223576695696,4000.206580528846,0.07138296274038461,0
-118.32532501220703,131.58717346191406,-18.493637084960938,39.47886276245117,-12.992120742797852,20.17302703857422,-14.325366020202637,18.541624069213867,-13.47063159942627,12.837084770202637,-12.472594261169434,10.225341796875,-4.30539083480835,0.3813391923904419,0.3869410753250122,0.41360050439834595,0.24337556958198547,0.32006019353866577,0.4605568051338196,0.36226052045822144,0.3895263075828552,0.2769050896167755,0.28616273403167725,0.4237663745880127,0.42185622453689575,1660.5452307626717,3579.149639423077,0.06942608173076924,0
-106.1821060180664,134.2759552001953,-19.761966705322266,39.92049789428711,-14.074066162109375,18.501813888549805,-15.400157928466797,19.14836311340332,-17.971155166625977,14.170511245727539,-5.772134304046631,16.828094482421875,-5.638571262359619,0.23835042119026184,0.29417023062705994,0.47052398324012756,0.2548714876174927,0.24332354962825775,0.3419467806816101,0.32787299156188965,0.4436529576778412,0.2755165994167328,0.2747962772846222,0.4954652190208435,0.3652759790420532,1634.4650759291028,3480.096905048077,0.07010216346153846,0
-101.12833404541016,111.4141845703125,-13.551288604736328,47.095951080322266,-12.244084358215332,19.657392501831055,-13.511521339416504,15.266535758972168,-12.353835105895996,12.266331672668457,-10.326733589172363,9.36418628692627,-3.4029250144958496,0.35374927520751953,0.3148554265499115,0.441532164812088,0.25523558259010315,0.30390530824661255,0.3542991876602173,0.38122087717056274,0.5229554772377014,0.4023006558418274,0.363850861787796,0.4004889130592346,0.39705169200897217,1996.0176506059315,4373.973294771635,0.09242037259615385,0
-102.14360809326172,117.07518005371094,-20.809499740600586,42.74181365966797,-9.85476016998291,22.87876319885254,-16.273340225219727,18.460712432861328,-16.078516006469727,15.27457046508789,-10.369644165039062,11.518099784851074,-7.951737880706787,0.3175867199897766,0.39413800835609436,0.47731706500053406,0.2504040002822876,0.19043590128421783,0.3221696615219116,0.4101690649986267,0.5216456055641174,0.390829861164093,0.4328860938549042,0.5131677389144897,0.35071974992752075,1962.1393851867554,4324.778207632212,0.0895733173076923,0
-109.28777313232422,127.4740982055664,-19.94167709350586,38.59244918823242,-12.507808685302734,17.563840866088867,-16.27239990234375,16.533376693725586,-17.296987533569336,11.553485870361328,-9.05664348602295,11.477714538574219,-4.235404968261719,0.4240497350692749,0.37503287196159363,0.38870739936828613,0.2473595291376114,0.23048384487628937,0.2987344563007355,0.3926585614681244,0.47385844588279724,0.24779081344604492,0.2421557754278183,0.3327781558036804,0.3384883999824524,1703.3712331138165,3627.4337064302886,0.07093599759615385,0
-113.39483642578125,128.62973022460938,-30.970687866210938,42.67109298706055,-5.658264636993408,19.641368865966797,-18.12708854675293,17.926799774169922,-12.894988059997559,13.527608871459961,-10.307080268859863,8.070279121398926,-7.081853866577148,0.3981015086174011,0.38222771883010864,0.43971121311187744,0.23752783238887787,0.25532209873199463,0.4216597378253937,0.40470564365386963,0.4044599235057831,0.27599579095840454,0.36924299597740173,0.2936449646949768,0.29891157150268555,1749.640820778112,3592.5664813701924,0.08766902043269231,0
-125.5940933227539,126.38721466064453,-32.067447662353516,53.2468147277832,-1.458722472190857,23.307331085205078,-19.76749038696289,15.208590507507324,-13.453259468078613,11.209062576293945,-14.913753509521484,9.17603874206543,-4.439535617828369,0.4013628363609314,0.3489365875720978,0.48779430985450745,0.29083672165870667,0.16437901556491852,0.273890882730484,0.39439427852630615,0.4278915822505951,0.27967581152915955,0.22126448154449463,0.3854253888130188,0.6428402066230774,1767.4908015454273,3512.810809795673,0.10177659254807692,0
-266.53106689453125,116.67671203613281,17.117645263671875,45.66341018676758,15.807183265686035,24.914493560791016,-1.1644386053085327,23.79352378845215,-1.4512690305709839,11.245293617248535,0.5515251755714417,9.92648983001709,0.8166609406471252,0.746883749961853,0.5365758538246155,0.36344340443611145,0.2599775195121765,0.23085087537765503,0.27346280217170715,0.3084331452846527,0.39568695425987244,0.3672720193862915,0.3366580903530121,0.4229569435119629,0.5791266560554504,1280.783900790562,2894.393780048077,0.03956580528846154,0
-202.1455841064453,128.56398010253906,9.200202941894531,36.04024887084961,-8.335864067077637,20.419530868530273,-14.087519645690918,30.19058609008789,-14.848852157592773,11.32379150390625,-7.370543479919434,12.745098114013672,-1.908921718597412,0.4919510781764984,0.3703306019306183,0.3122631311416626,0.17885041236877441,0.19319581985473633,0.28992804884910583,0.4223681092262268,0.520622193813324,0.34605738520622253,0.272637277841568,0.3135231137275696,0.44266238808631897,1517.4623714462116,3483.2440655048076,0.04999248798076923,0
-197.23316955566406,150.332763671875,-32.05910110473633,44.97871017456055,9.588902473449707,10.9701566696167,-7.208316802978516,20.680896759033203,-4.279200553894043,11.601729393005371,-5.0150885581970215,1.9568103551864624,-6.922444820404053,0.46000027656555176,0.2778082489967346,0.44676700234413147,0.15372304618358612,0.1510651558637619,0.3569079637527466,0.45128005743026733,0.644736111164093,0.2999907433986664,0.3015215992927551,0.2300434708595276,0.28104346990585327,1313.8724289126842,2560.5463115985576,0.07730243389423076,0
-228.4395294189453,135.80325317382812,0.4882655739784241,32.3094367980957,4.164819240570068,29.942941665649414,-10.361607551574707,19.184009552001953,-11.121745109558105,12.923995971679688,-5.095414161682129,8.275437355041504,-6.67666482925415,0.465997576713562,0.2572479248046875,0.2582223415374756,0.15895581245422363,0.13226288557052612,0.20336805284023285,0.3679743707180023,0.8172779083251953,0.5168771743774414,0.2284911721944809,0.23908019065856934,0.3275572955608368,1482.6529952738265,3232.879169170673,0.055885667067307694,0
-205.73892211914062,123.60128021240234,2.467805862426758,32.605228424072266,-4.526340007781982,26.622764587402344,-18.44423484802246,27.312360763549805,-15.583833694458008,16.855022430419922,1.1294933557510376,16.576631546020508,-3.701716184616089,0.21884870529174805,0.2905232608318329,0.3159159719944,0.22498689591884613,0.2659902274608612,0.47670722007751465,0.5930601358413696,0.6145696043968201,0.4040369391441345,0.2894359230995178,0.29408958554267883,0.2328782081604004,1731.3952796598264,4102.240835336538,0.06530198317307692,0
